Timestamp,Sensor_id_s,ax,ay,az,mx,my,mz,gx,gy,gz,Sensor_id_e
1644541153.2810245,1,-7.34,5.83,2.83,0.00,0.00,0.00,0.46,-0.09,0.19,1
1644541153.2860258,2,8.02,2.58,5.53,0.00,0.00,0.00,0.09,0.02,0.04,2
1644541153.2930272,1,-7.35,6.06,3.11,0.00,0.00,0.00,0.39,-0.15,0.16,1
1644541153.2980285,2,7.89,2.43,5.52,0.00,0.00,0.00,0.05,0.03,0.02,2
1644541153.3020294,1,-7.35,6.06,3.11,0.00,0.00,0.00,0.26,-0.19,0.11,1
1644541153.3100312,2,7.76,2.30,5.54,0.00,0.00,0.00,0.02,0.03,0.00,2
1644541153.3140352,1,-7.30,6.16,3.31,0.00,0.00,0.00,0.22,-0.19,0.09,1
1644541153.318033,2,7.76,2.30,5.54,0.00,0.00,0.00,0.01,0.04,-0.03,2
1644541153.3260348,1,-7.15,6.17,3.43,0.00,0.00,0.00,0.14,-0.16,0.03,1
1644541153.3300357,2,7.87,2.30,5.60,0.00,0.00,0.00,0.01,0.02,-0.05,2
1644541153.3390946,1,-7.15,6.17,3.43,0.00,0.00,0.00,0.17,-0.09,-0.01,1
1644541153.3430471,2,8.03,2.50,5.77,0.00,0.00,0.00,0.01,-0.01,-0.05,2
1644541153.3512647,1,-7.17,6.08,3.48,0.00,0.00,0.00,0.18,-0.02,-0.02,1
1644541153.3552601,2,8.03,2.50,5.77,0.00,0.00,0.00,0.00,-0.04,-0.06,2
